"LEVEL_3_CO"	"SpecName"
"ILL"	"Accipiter striatus"
"INI"	"Accipiter striatus"
"IOW"	"Accipiter striatus"
"KAN"	"Accipiter striatus"
"KTY"	"Accipiter striatus"
"LAB"	"Accipiter striatus"
"MAI"	"Accipiter striatus"
"MAN"	"Accipiter striatus"
"MAS"	"Accipiter striatus"
"MIC"	"Accipiter striatus"
"MIN"	"Accipiter striatus"
"MNT"	"Accipiter striatus"
"MRY"	"Accipiter striatus"
"MSI"	"Accipiter striatus"
"MSO"	"Accipiter striatus"
"MXC"	"Accipiter striatus"
"MXE"	"Accipiter striatus"
"MXG"	"Accipiter striatus"
"MXN"	"Accipiter striatus"
"MXS"	"Accipiter striatus"
"MXT"	"Accipiter striatus"
"NBR"	"Accipiter striatus"
"NCA"	"Accipiter striatus"
"NDA"	"Accipiter striatus"
"NEB"	"Accipiter striatus"
"NEV"	"Accipiter striatus"
"NFL"	"Accipiter striatus"
"NIC"	"Accipiter striatus"
"NSC"	"Accipiter striatus"
"NUN"	"Accipiter striatus"
"NWH"	"Accipiter striatus"
"NWJ"	"Accipiter striatus"
"NWM"	"Accipiter striatus"
"NWT"	"Accipiter striatus"
"NWY"	"Accipiter striatus"
"OHI"	"Accipiter striatus"
"OKL"	"Accipiter striatus"
"ONT"	"Accipiter striatus"
"ORE"	"Accipiter striatus"
"PAR"	"Accipiter striatus"
"PEI"	"Accipiter striatus"
"PEN"	"Accipiter striatus"
"PER"	"Accipiter striatus"
"PUE"	"Accipiter striatus"
"QUE"	"Accipiter striatus"
"RHO"	"Accipiter striatus"
"SAS"	"Accipiter striatus"
"SCA"	"Accipiter striatus"
"SDA"	"Accipiter striatus"
"TEN"	"Accipiter striatus"
"URU"	"Accipiter striatus"
"UTA"	"Accipiter striatus"
"VEN"	"Accipiter striatus"
"VER"	"Accipiter striatus"
"VRG"	"Accipiter striatus"
"WAS"	"Accipiter striatus"
"WDC"	"Accipiter striatus"
"WIS"	"Accipiter striatus"
"WVA"	"Accipiter striatus"
"WYO"	"Accipiter striatus"
"YUK"	"Accipiter striatus"
"AGE"	"Accipiter superciliosus"
"BOL"	"Accipiter superciliosus"
"BZC"	"Accipiter superciliosus"
"BZE"	"Accipiter superciliosus"
"BZL"	"Accipiter superciliosus"
"BZN"	"Accipiter superciliosus"
"BZS"	"Accipiter superciliosus"
"CLM"	"Accipiter superciliosus"
"COS"	"Accipiter superciliosus"
"ECU"	"Accipiter superciliosus"
"FRG"	"Accipiter superciliosus"
"GUY"	"Accipiter superciliosus"
"NIC"	"Accipiter superciliosus"
"PAN"	"Accipiter superciliosus"
"PAR"	"Accipiter superciliosus"
"PER"	"Accipiter superciliosus"
"SUR"	"Accipiter superciliosus"
"VEN"	"Accipiter superciliosus"
"ANG"	"Accipiter tachiro"
"BEN"	"Accipiter tachiro"
"BOT"	"Accipiter tachiro"
"BUR"	"Accipiter tachiro"
"CAB"	"Accipiter tachiro"
"CAF"	"Accipiter tachiro"
"CMN"	"Accipiter tachiro"
"CON"	"Accipiter tachiro"
"CPP"	"Accipiter tachiro"
"CPV"	"Accipiter tachiro"
"DJI"	"Accipiter tachiro"
"EQG"	"Accipiter tachiro"
"ERI"	"Accipiter tachiro"
"ETH"	"Accipiter tachiro"
"GAB"	"Accipiter tachiro"
"GAM"	"Accipiter tachiro"
"GHA"	"Accipiter tachiro"
"GNB"	"Accipiter tachiro"
"GUI"	"Accipiter tachiro"
"IVO"	"Accipiter tachiro"
"KEN"	"Accipiter tachiro"
"LBR"	"Accipiter tachiro"
"MLW"	"Accipiter tachiro"
"MOZ"	"Accipiter tachiro"
"NAM"	"Accipiter tachiro"
"NAT"	"Accipiter tachiro"
"NGA"	"Accipiter tachiro"
"RWA"	"Accipiter tachiro"
"SEN"	"Accipiter tachiro"
"SIE"	"Accipiter tachiro"
"SOM"	"Accipiter tachiro"
"SUD"	"Accipiter tachiro"
"SWZ"	"Accipiter tachiro"
"TAN"	"Accipiter tachiro"
"TOG"	"Accipiter tachiro"
"TVL"	"Accipiter tachiro"
"UGA"	"Accipiter tachiro"
"ZAI"	"Accipiter tachiro"
"ZAM"	"Accipiter tachiro"
"ZIM"	"Accipiter tachiro"
"SUL"	"Accipiter trinotatus"
"ASS"	"Accipiter trivirgatus"
"BAN"	"Accipiter trivirgatus"
"BOR"	"Accipiter trivirgatus"
"CBD"	"Accipiter trivirgatus"
"CHC"	"Accipiter trivirgatus"
"CHH"	"Accipiter trivirgatus"
"CHS"	"Accipiter trivirgatus"
"CHT"	"Accipiter trivirgatus"
"EHM"	"Accipiter trivirgatus"
"IND"	"Accipiter trivirgatus"
"JAW"	"Accipiter trivirgatus"
"LAO"	"Accipiter trivirgatus"
"LSI"	"Accipiter trivirgatus"
"MLY"	"Accipiter trivirgatus"
"MYA"	"Accipiter trivirgatus"
"NEP"	"Accipiter trivirgatus"
"PHI"	"Accipiter trivirgatus"
"SRL"	"Accipiter trivirgatus"
"SUM"	"Accipiter trivirgatus"
"TAI"	"Accipiter trivirgatus"
"THA"	"Accipiter trivirgatus"
"VIE"	"Accipiter trivirgatus"
"WHM"	"Accipiter trivirgatus"
"AND"	"Accipiter virgatus"
"ASS"	"Accipiter virgatus"
"BAN"	"Accipiter virgatus"
"BOR"	"Accipiter virgatus"
"CBD"	"Accipiter virgatus"
"CHC"	"Accipiter virgatus"
"CHH"	"Accipiter virgatus"
"CHI"	"Accipiter virgatus"
"CHN"	"Accipiter virgatus"
"CHS"	"Accipiter virgatus"
"CHT"	"Accipiter virgatus"
"EHM"	"Accipiter virgatus"
"IND"	"Accipiter virgatus"
"JAW"	"Accipiter virgatus"
"LAO"	"Accipiter virgatus"
"LSI"	"Accipiter virgatus"
"MYA"	"Accipiter virgatus"
"NEP"	"Accipiter virgatus"
"PAK"	"Accipiter virgatus"
"PHI"	"Accipiter virgatus"
"SCS"	"Accipiter virgatus"
"SRL"	"Accipiter virgatus"
"SUM"	"Accipiter virgatus"
"TAI"	"Accipiter virgatus"
"THA"	"Accipiter virgatus"
"VIE"	"Accipiter virgatus"
"WHM"	"Accipiter virgatus"
"SUL"	"Aceros cassidix"
"BOR"	"Aceros comatus"
"MLY"	"Aceros comatus"
"MYA"	"Aceros comatus"
"PHI"	"Aceros comatus"
"SUM"	"Aceros comatus"
"THA"	"Aceros comatus"
"BOR"	"Aceros corrugatus"
"MLY"	"Aceros corrugatus"
"SUM"	"Aceros corrugatus"
"THA"	"Aceros corrugatus"
"LSI"	"Aceros everetti"
"PHI"	"Aceros leucocephalus"
"AND"	"Aceros narcondami"
"ASS"	"Aceros nipalensis"
"CHC"	"Aceros nipalensis"
"CHT"	"Aceros nipalensis"
"EHM"	"Aceros nipalensis"
"IND"	"Aceros nipalensis"
"LAO"	"Aceros nipalensis"
"MYA"	"Aceros nipalensis"
"THA"	"Aceros nipalensis"
"VIE"	"Aceros nipalensis"
"BIS"	"Aceros plicatus"
"MOL"	"Aceros plicatus"
"NWG"	"Aceros plicatus"
"SOL"	"Aceros plicatus"
"MLY"	"Aceros subruficollis"
"MYA"	"Aceros subruficollis"
"THA"	"Aceros subruficollis"
"ASS"	"Aceros undulatus"
"BAN"	"Aceros undulatus"
"BOR"	"Aceros undulatus"
"CBD"	"Aceros undulatus"
"CHC"	"Aceros undulatus"
"EHM"	"Aceros undulatus"
"JAW"	"Aceros undulatus"
"LAO"	"Aceros undulatus"
"LSI"	"Aceros undulatus"
"MLY"	"Aceros undulatus"
"MYA"	"Aceros undulatus"
"SUM"	"Aceros undulatus"
"THA"	"Aceros undulatus"
"VIE"	"Aceros undulatus"
"PHI"	"Aceros waldeni"
"ANG"	"Achaetops pycnopygius"
"CAB"	"Achaetops pycnopygius"
"CON"	"Achaetops pycnopygius"
"NAM"	"Achaetops pycnopygius"
"ZAI"	"Achaetops pycnopygius"
"ASS"	"Acridotheres albocinctus"
"CHC"	"Acridotheres albocinctus"
"MYA"	"Acridotheres albocinctus"
"SUL"	"Acridotheres cinereus"
"CHC"	"Acridotheres cristatellus"
"CHH"	"Acridotheres cristatellus"
"CHN"	"Acridotheres cristatellus"
"CHS"	"Acridotheres cristatellus"
"LAO"	"Acridotheres cristatellus"
"MYA"	"Acridotheres cristatellus"
"TAI"	"Acridotheres cristatellus"
"VIE"	"Acridotheres cristatellus"
"ASS"	"Acridotheres fuscus"
"BAN"	"Acridotheres fuscus"
"EHM"	"Acridotheres fuscus"
"IND"	"Acridotheres fuscus"
"MLY"	"Acridotheres fuscus"
"MYA"	"Acridotheres fuscus"
"NEP"	"Acridotheres fuscus"
"PAK"	"Acridotheres fuscus"
"THA"	"Acridotheres fuscus"
"WHM"	"Acridotheres fuscus"
"AFG"	"Acridotheres ginginianus"
"ASS"	"Acridotheres ginginianus"
"BAN"	"Acridotheres ginginianus"
"EHM"	"Acridotheres ginginianus"
"IND"	"Acridotheres ginginianus"
"NEP"	"Acridotheres ginginianus"
"PAK"	"Acridotheres ginginianus"
"WHM"	"Acridotheres ginginianus"
"ASS"	"Acridotheres grandis"
"BAN"	"Acridotheres grandis"
"CBD"	"Acridotheres grandis"
"CHC"	"Acridotheres grandis"
"CHS"	"Acridotheres grandis"
"LAO"	"Acridotheres grandis"
"MLY"	"Acridotheres grandis"
"MYA"	"Acridotheres grandis"
"THA"	"Acridotheres grandis"
"VIE"	"Acridotheres grandis"
"AFG"	"Acridotheres tristis"
"ASS"	"Acridotheres tristis"
"BAN"	"Acridotheres tristis"
"CBD"	"Acridotheres tristis"
"CHC"	"Acridotheres tristis"
"CHH"	"Acridotheres tristis"
"CHS"	"Acridotheres tristis"
"CHT"	"Acridotheres tristis"
"EHM"	"Acridotheres tristis"
"IND"	"Acridotheres tristis"
"IRN"	"Acridotheres tristis"
"LAO"	"Acridotheres tristis"
"MLY"	"Acridotheres tristis"
"MYA"	"Acridotheres tristis"
"NEP"	"Acridotheres tristis"
"PAK"	"Acridotheres tristis"
"SRL"	"Acridotheres tristis"
"SUM"	"Acridotheres tristis"
"THA"	"Acridotheres tristis"
"TKM"	"Acridotheres tristis"
"TZK"	"Acridotheres tristis"
"UZB"	"Acridotheres tristis"
"VIE"	"Acridotheres tristis"
"WHM"	"Acridotheres tristis"
"BZE"	"Acrobatornis fonsecai"
"ALT"	"Acrocephalus aedon"
"AMU"	"Acrocephalus aedon"
"BRY"	"Acrocephalus aedon"
"CHI"	"Acrocephalus aedon"
"CHM"	"Acrocephalus aedon"
"CHN"	"Acrocephalus aedon"
"CHX"	"Acrocephalus aedon"
"CTA"	"Acrocephalus aedon"
"IRK"	"Acrocephalus aedon"
"KHA"	"Acrocephalus aedon"
"KOR"	"Acrocephalus aedon"
"KRA"	"Acrocephalus aedon"
"MON"	"Acrocephalus aedon"
"PRM"	"Acrocephalus aedon"
"TVA"	"Acrocephalus aedon"
"WSB"	"Acrocephalus aedon"
"YAK"	"Acrocephalus aedon"
"AFG"	"Acrocephalus agricola"
"ALT"	"Acrocephalus agricola"
"BUL"	"Acrocephalus agricola"
"CHN"	"Acrocephalus agricola"
"CHQ"	"Acrocephalus agricola"
"CHX"	"Acrocephalus agricola"
"IRN"	"Acrocephalus agricola"
"KAZ"	"Acrocephalus agricola"
"KGZ"	"Acrocephalus agricola"
"KRA"	"Acrocephalus agricola"
"KRY"	"Acrocephalus agricola"
"MON"	"Acrocephalus agricola"
"NCS"	"Acrocephalus agricola"
"PAK"	"Acrocephalus agricola"
"ROM"	"Acrocephalus agricola"
"RUC"	"Acrocephalus agricola"
"RUE"	"Acrocephalus agricola"
"RUS"	"Acrocephalus agricola"
"TCS"	"Acrocephalus agricola"
"TKM"	"Acrocephalus agricola"
"TUR"	"Acrocephalus agricola"
"TVA"	"Acrocephalus agricola"
"TZK"	"Acrocephalus agricola"
"UKR"	"Acrocephalus agricola"
"UZB"	"Acrocephalus agricola"
"WHM"	"Acrocephalus agricola"
"WSB"	"Acrocephalus agricola"
"ALB"	"Acrocephalus arundinaceus"
"ALG"	"Acrocephalus arundinaceus"
"ALT"	"Acrocephalus arundinaceus"
"AMU"	"Acrocephalus arundinaceus"
"AUT"	"Acrocephalus arundinaceus"
"BAL"	"Acrocephalus arundinaceus"
"BGM"	"Acrocephalus arundinaceus"
"BLR"	"Acrocephalus arundinaceus"
"BLT"	"Acrocephalus arundinaceus"
"BRY"	"Acrocephalus arundinaceus"
"BUL"	"Acrocephalus arundinaceus"
"CHC"	"Acrocephalus arundinaceus"
"CHI"	"Acrocephalus arundinaceus"
"CHM"	"Acrocephalus arundinaceus"
"CHN"	"Acrocephalus arundinaceus"
"CHQ"	"Acrocephalus arundinaceus"
"CHS"	"Acrocephalus arundinaceus"
"CHX"	"Acrocephalus arundinaceus"
"COR"	"Acrocephalus arundinaceus"
"CTA"	"Acrocephalus arundinaceus"
"CZE"	"Acrocephalus arundinaceus"
"DEN"	"Acrocephalus arundinaceus"
"EAI"	"Acrocephalus arundinaceus"
"FIN"	"Acrocephalus arundinaceus"
"FRA"	"Acrocephalus arundinaceus"
"GER"	"Acrocephalus arundinaceus"
"GRC"	"Acrocephalus arundinaceus"
"HUN"	"Acrocephalus arundinaceus"
"IRK"	"Acrocephalus arundinaceus"
"IRN"	"Acrocephalus arundinaceus"
"IRQ"	"Acrocephalus arundinaceus"
"ITA"	"Acrocephalus arundinaceus"
"JAP"	"Acrocephalus arundinaceus"
"KAZ"	"Acrocephalus arundinaceus"
"KGZ"	"Acrocephalus arundinaceus"
"KHA"	"Acrocephalus arundinaceus"
"KOR"	"Acrocephalus arundinaceus"
"KRI"	"Acrocephalus arundinaceus"
"KRY"	"Acrocephalus arundinaceus"
"KUR"	"Acrocephalus arundinaceus"
"KUW"	"Acrocephalus arundinaceus"
"LBS"	"Acrocephalus arundinaceus"
"MON"	"Acrocephalus arundinaceus"
"MOR"	"Acrocephalus arundinaceus"
"NCS"	"Acrocephalus arundinaceus"
"NET"	"Acrocephalus arundinaceus"
"PAL"	"Acrocephalus arundinaceus"
"POL"	"Acrocephalus arundinaceus"
"POR"	"Acrocephalus arundinaceus"
"PRM"	"Acrocephalus arundinaceus"
"ROM"	"Acrocephalus arundinaceus"
"RUC"	"Acrocephalus arundinaceus"
"RUE"	"Acrocephalus arundinaceus"
"RUN"	"Acrocephalus arundinaceus"
"RUS"	"Acrocephalus arundinaceus"
"RUW"	"Acrocephalus arundinaceus"
"SAK"	"Acrocephalus arundinaceus"
"SAR"	"Acrocephalus arundinaceus"
"SIC"	"Acrocephalus arundinaceus"
"SPA"	"Acrocephalus arundinaceus"
"SWE"	"Acrocephalus arundinaceus"
"SWI"	"Acrocephalus arundinaceus"
"TCS"	"Acrocephalus arundinaceus"
"TKM"	"Acrocephalus arundinaceus"
"TUE"	"Acrocephalus arundinaceus"
"TUN"	"Acrocephalus arundinaceus"
"TUR"	"Acrocephalus arundinaceus"
"TVA"	"Acrocephalus arundinaceus"
"TZK"	"Acrocephalus arundinaceus"
"UKR"	"Acrocephalus arundinaceus"
"UZB"	"Acrocephalus arundinaceus"
"WSB"	"Acrocephalus arundinaceus"
"YUG"	"Acrocephalus arundinaceus"
"TUA"	"Acrocephalus atyphus"
"NSW"	"Acrocephalus australis"
"NTA"	"Acrocephalus australis"
"QLD"	"Acrocephalus australis"
"SOA"	"Acrocephalus australis"
"TAS"	"Acrocephalus australis"
"VIC"	"Acrocephalus australis"
"WAU"	"Acrocephalus australis"
"AMU"	"Acrocephalus bistrigiceps"
"CHC"	"Acrocephalus bistrigiceps"
"CHI"	"Acrocephalus bistrigiceps"
"CHM"	"Acrocephalus bistrigiceps"
"CHN"	"Acrocephalus bistrigiceps"
"CHS"	"Acrocephalus bistrigiceps"
"CTA"	"Acrocephalus bistrigiceps"
"JAP"	"Acrocephalus bistrigiceps"
"KHA"	"Acrocephalus bistrigiceps"
"KOR"	"Acrocephalus bistrigiceps"
"KUR"	"Acrocephalus bistrigiceps"
"MON"	"Acrocephalus bistrigiceps"
"PRM"	"Acrocephalus bistrigiceps"
"SAK"	"Acrocephalus bistrigiceps"
"TAI"	"Acrocephalus bistrigiceps"
"CVI"	"Acrocephalus brevipennis"
"SCI"	"Acrocephalus caffer"
"AFG"	"Acrocephalus concinens"
"ASS"	"Acrocephalus concinens"
"CHC"	"Acrocephalus concinens"
"CHI"	"Acrocephalus concinens"
"CHN"	"Acrocephalus concinens"
"CHS"	"Acrocephalus concinens"
"CHT"	"Acrocephalus concinens"
"CHX"	"Acrocephalus concinens"
"EHM"	"Acrocephalus concinens"
"IND"	"Acrocephalus concinens"
"PAK"	"Acrocephalus concinens"
"WHM"	"Acrocephalus concinens"
"AFG"	"Acrocephalus dumetorum"
"ALT"	"Acrocephalus dumetorum"
"AUT"	"Acrocephalus dumetorum"
"BLR"	"Acrocephalus dumetorum"
"BLT"	"Acrocephalus dumetorum"
"CHX"	"Acrocephalus dumetorum"
"CZE"	"Acrocephalus dumetorum"
"DEN"	"Acrocephalus dumetorum"
"GER"	"Acrocephalus dumetorum"
"HUN"	"Acrocephalus dumetorum"
"IRK"	"Acrocephalus dumetorum"
"IRN"	"Acrocephalus dumetorum"
"IRQ"	"Acrocephalus dumetorum"
"KAZ"	"Acrocephalus dumetorum"
"KGZ"	"Acrocephalus dumetorum"
"KRA"	"Acrocephalus dumetorum"
"KRY"	"Acrocephalus dumetorum"
"KUW"	"Acrocephalus dumetorum"
"LBS"	"Acrocephalus dumetorum"
"MON"	"Acrocephalus dumetorum"
"NCS"	"Acrocephalus dumetorum"
"PAK"	"Acrocephalus dumetorum"
"POL"	"Acrocephalus dumetorum"
"ROM"	"Acrocephalus dumetorum"
"RUC"	"Acrocephalus dumetorum"
"RUE"	"Acrocephalus dumetorum"
"RUS"	"Acrocephalus dumetorum"
"RUW"	"Acrocephalus dumetorum"
"SWE"	"Acrocephalus dumetorum"
"TCS"	"Acrocephalus dumetorum"
"TKM"	"Acrocephalus dumetorum"
"TVA"	"Acrocephalus dumetorum"
"TZK"	"Acrocephalus dumetorum"
"UKR"	"Acrocephalus dumetorum"
"UZB"	"Acrocephalus dumetorum"
"WSB"	"Acrocephalus dumetorum"
"ANG"	"Acrocephalus gracilirostris"
"BOT"	"Acrocephalus gracilirostris"
"BUR"	"Acrocephalus gracilirostris"
"CHA"	"Acrocephalus gracilirostris"
"CMN"	"Acrocephalus gracilirostris"
"CPP"	"Acrocephalus gracilirostris"
"CPV"	"Acrocephalus gracilirostris"
"DJI"	"Acrocephalus gracilirostris"
"ETH"	"Acrocephalus gracilirostris"
"KEN"	"Acrocephalus gracilirostris"
"LES"	"Acrocephalus gracilirostris"
"MLW"	"Acrocephalus gracilirostris"
"MOZ"	"Acrocephalus gracilirostris"
"NAM"	"Acrocephalus gracilirostris"
"NAT"	"Acrocephalus gracilirostris"
"NGA"	"Acrocephalus gracilirostris"
"NGR"	"Acrocephalus gracilirostris"
"OFS"	"Acrocephalus gracilirostris"
"RWA"	"Acrocephalus gracilirostris"
"SOM"	"Acrocephalus gracilirostris"
"SUD"	"Acrocephalus gracilirostris"
"SWZ"	"Acrocephalus gracilirostris"
"TAN"	"Acrocephalus gracilirostris"
"TVL"	"Acrocephalus gracilirostris"
"UGA"	"Acrocephalus gracilirostris"
"ZAI"	"Acrocephalus gracilirostris"
"ZAM"	"Acrocephalus gracilirostris"
"ZIM"	"Acrocephalus gracilirostris"
"IRN"	"Acrocephalus griseldis"
"IRQ"	"Acrocephalus griseldis"
"KUW"	"Acrocephalus griseldis"
"COO"	"Acrocephalus kerearako"
"MRN"	"Acrocephalus luscinius"
"AUT"	"Acrocephalus melanopogon"
"BAL"	"Acrocephalus melanopogon"
"BUL"	"Acrocephalus melanopogon"
"CZE"	"Acrocephalus melanopogon"
"FRA"	"Acrocephalus melanopogon"
"GRC"	"Acrocephalus melanopogon"
"HUN"	"Acrocephalus melanopogon"
"IRN"	"Acrocephalus melanopogon"
"ITA"	"Acrocephalus melanopogon"
"KAZ"	"Acrocephalus melanopogon"
"KRY"	"Acrocephalus melanopogon"
"LBS"	"Acrocephalus melanopogon"
"MOR"	"Acrocephalus melanopogon"
"NCS"	"Acrocephalus melanopogon"
"ROM"	"Acrocephalus melanopogon"
"RUS"	"Acrocephalus melanopogon"
"SPA"	"Acrocephalus melanopogon"
"SWI"	"Acrocephalus melanopogon"
"TCS"	"Acrocephalus melanopogon"
"TKM"	"Acrocephalus melanopogon"
"TUR"	"Acrocephalus melanopogon"
"UKR"	"Acrocephalus melanopogon"
"UZB"	"Acrocephalus melanopogon"
"YUG"	"Acrocephalus melanopogon"
"MRQ"	"Acrocephalus mendanae"
"MDG"	"Acrocephalus newtoni"
"AFG"	"Acrocephalus orinus"
"KAZ"	"Acrocephalus orinus"
"TZK"	"Acrocephalus orinus"
"WHM"	"Acrocephalus orinus"
"BLR"	"Acrocephalus paludicola"
"BLT"	"Acrocephalus paludicola"
"GER"	"Acrocephalus paludicola"
"HUN"	"Acrocephalus paludicola"
"KRA"	"Acrocephalus paludicola"
"POL"	"Acrocephalus paludicola"
"ROM"	"Acrocephalus paludicola"
"RUC"	"Acrocephalus paludicola"
"RUE"	"Acrocephalus paludicola"
"RUS"	"Acrocephalus paludicola"
"RUW"	"Acrocephalus paludicola"
"UKR"	"Acrocephalus paludicola"
"WSB"	"Acrocephalus paludicola"
"ALB"	"Acrocephalus palustris"
"AUT"	"Acrocephalus palustris"
"BGM"	"Acrocephalus palustris"
"BLR"	"Acrocephalus palustris"
"BLT"	"Acrocephalus palustris"
"BUL"	"Acrocephalus palustris"
"CZE"	"Acrocephalus palustris"
"DEN"	"Acrocephalus palustris"
"FIN"	"Acrocephalus palustris"
"FRA"	"Acrocephalus palustris"
"GER"	"Acrocephalus palustris"
"GRB"	"Acrocephalus palustris"
"GRC"	"Acrocephalus palustris"
"HUN"	"Acrocephalus palustris"
"IRN"	"Acrocephalus palustris"
"IRQ"	"Acrocephalus palustris"
"ITA"	"Acrocephalus palustris"
"KAZ"	"Acrocephalus palustris"
"KRY"	"Acrocephalus palustris"
"NCS"	"Acrocephalus palustris"
"NET"	"Acrocephalus palustris"
"NOR"	"Acrocephalus palustris"
"POL"	"Acrocephalus palustris"
"ROM"	"Acrocephalus palustris"
"RUC"	"Acrocephalus palustris"
"RUE"	"Acrocephalus palustris"
"RUN"	"Acrocephalus palustris"
"RUS"	"Acrocephalus palustris"
"RUW"	"Acrocephalus palustris"
"SWE"	"Acrocephalus palustris"
"SWI"	"Acrocephalus palustris"
"TCS"	"Acrocephalus palustris"
"TUE"	"Acrocephalus palustris"
"TUR"	"Acrocephalus palustris"
"UKR"	"Acrocephalus palustris"
"WSB"	"Acrocephalus palustris"
"YUG"	"Acrocephalus palustris"
"NRU"	"Acrocephalus rehsei"
"ROD"	"Acrocephalus rodericanus"
"ANG"	"Acrocephalus rufescens"
"BEN"	"Acrocephalus rufescens"
"BOT"	"Acrocephalus rufescens"
"CAB"	"Acrocephalus rufescens"
"CAF"	"Acrocephalus rufescens"
"CHA"	"Acrocephalus rufescens"
"CMN"	"Acrocephalus rufescens"
"CON"	"Acrocephalus rufescens"
"CPV"	"Acrocephalus rufescens"
"GGI"	"Acrocephalus rufescens"
"GHA"	"Acrocephalus rufescens"
"KEN"	"Acrocephalus rufescens"
"MTN"	"Acrocephalus rufescens"
"NGA"	"Acrocephalus rufescens"
"NGR"	"Acrocephalus rufescens"
"RWA"	"Acrocephalus rufescens"
"SEN"	"Acrocephalus rufescens"
"SUD"	"Acrocephalus rufescens"
"TAN"	"Acrocephalus rufescens"
"TOG"	"Acrocephalus rufescens"
"UGA"	"Acrocephalus rufescens"
"ZAI"	"Acrocephalus rufescens"
"ZAM"	"Acrocephalus rufescens"
"ZIM"	"Acrocephalus rufescens"
"ALB"	"Acrocephalus schoenobaenus"
"ALT"	"Acrocephalus schoenobaenus"
"AUT"	"Acrocephalus schoenobaenus"
"BGM"	"Acrocephalus schoenobaenus"
"BLR"	"Acrocephalus schoenobaenus"
"BLT"	"Acrocephalus schoenobaenus"
"BUL"	"Acrocephalus schoenobaenus"
"CHX"	"Acrocephalus schoenobaenus"
"CZE"	"Acrocephalus schoenobaenus"
"DEN"	"Acrocephalus schoenobaenus"
"FIN"	"Acrocephalus schoenobaenus"
"FRA"	"Acrocephalus schoenobaenus"
"GER"	"Acrocephalus schoenobaenus"
"GRB"	"Acrocephalus schoenobaenus"
"GRC"	"Acrocephalus schoenobaenus"
"HUN"	"Acrocephalus schoenobaenus"
"IRE"	"Acrocephalus schoenobaenus"
"IRN"	"Acrocephalus schoenobaenus"
"ITA"	"Acrocephalus schoenobaenus"
"KAZ"	"Acrocephalus schoenobaenus"
"KRA"	"Acrocephalus schoenobaenus"
"KRY"	"Acrocephalus schoenobaenus"
"NCS"	"Acrocephalus schoenobaenus"
"NET"	"Acrocephalus schoenobaenus"
"NOR"	"Acrocephalus schoenobaenus"
"POL"	"Acrocephalus schoenobaenus"
"ROM"	"Acrocephalus schoenobaenus"
"RUC"	"Acrocephalus schoenobaenus"
"RUE"	"Acrocephalus schoenobaenus"
"RUN"	"Acrocephalus schoenobaenus"
"RUS"	"Acrocephalus schoenobaenus"
"RUW"	"Acrocephalus schoenobaenus"
"SPA"	"Acrocephalus schoenobaenus"
"SWE"	"Acrocephalus schoenobaenus"
"SWI"	"Acrocephalus schoenobaenus"
"TCS"	"Acrocephalus schoenobaenus"
"TUR"	"Acrocephalus schoenobaenus"
"UKR"	"Acrocephalus schoenobaenus"
"UZB"	"Acrocephalus schoenobaenus"
"WSB"	"Acrocephalus schoenobaenus"
"YUG"	"Acrocephalus schoenobaenus"
"AFG"	"Acrocephalus scirpaceus"
"ALB"	"Acrocephalus scirpaceus"
"ALG"	"Acrocephalus scirpaceus"
"ALT"	"Acrocephalus scirpaceus"
"ANG"	"Acrocephalus scirpaceus"
"AUT"	"Acrocephalus scirpaceus"
"BAL"	"Acrocephalus scirpaceus"
"BGM"	"Acrocephalus scirpaceus"
"BLR"	"Acrocephalus scirpaceus"
"BLT"	"Acrocephalus scirpaceus"
"BOT"	"Acrocephalus scirpaceus"
"BUL"	"Acrocephalus scirpaceus"
"BUR"	"Acrocephalus scirpaceus"
"CHA"	"Acrocephalus scirpaceus"
"CHX"	"Acrocephalus scirpaceus"
"CMN"	"Acrocephalus scirpaceus"
"COR"	"Acrocephalus scirpaceus"
"CPP"	"Acrocephalus scirpaceus"
"CPV"	"Acrocephalus scirpaceus"
"CYP"	"Acrocephalus scirpaceus"
"CZE"	"Acrocephalus scirpaceus"
"DEN"	"Acrocephalus scirpaceus"
"EAI"	"Acrocephalus scirpaceus"
"EGY"	"Acrocephalus scirpaceus"
"ERI"	"Acrocephalus scirpaceus"
"ETH"	"Acrocephalus scirpaceus"
"FIN"	"Acrocephalus scirpaceus"
"FRA"	"Acrocephalus scirpaceus"
"GAB"	"Acrocephalus scirpaceus"
"GAM"	"Acrocephalus scirpaceus"
"GER"	"Acrocephalus scirpaceus"
"GNB"	"Acrocephalus scirpaceus"
"GRB"	"Acrocephalus scirpaceus"
"GRC"	"Acrocephalus scirpaceus"
"GST"	"Acrocephalus scirpaceus"
"HUN"	"Acrocephalus scirpaceus"
"IRE"	"Acrocephalus scirpaceus"
"IRN"	"Acrocephalus scirpaceus"
"IRQ"	"Acrocephalus scirpaceus"
"ITA"	"Acrocephalus scirpaceus"
"KAZ"	"Acrocephalus scirpaceus"
"KEN"	"Acrocephalus scirpaceus"
"KGZ"	"Acrocephalus scirpaceus"
"KRI"	"Acrocephalus scirpaceus"
"KRY"	"Acrocephalus scirpaceus"
"KUW"	"Acrocephalus scirpaceus"
"LBS"	"Acrocephalus scirpaceus"
"LBY"	"Acrocephalus scirpaceus"
"LES"	"Acrocephalus scirpaceus"
"MLI"	"Acrocephalus scirpaceus"
