"LEVEL_3_CO"	"SpecName"
"MPE"	"Procellaria aequinoctialis"
"NAM"	"Procellaria aequinoctialis"
"NAT"	"Procellaria aequinoctialis"
"NSW"	"Procellaria aequinoctialis"
"NZN"	"Procellaria aequinoctialis"
"NZS"	"Procellaria aequinoctialis"
"PER"	"Procellaria aequinoctialis"
"SGE"	"Procellaria aequinoctialis"
"SOA"	"Procellaria aequinoctialis"
"SSA"	"Procellaria aequinoctialis"
"TAS"	"Procellaria aequinoctialis"
"TDC"	"Procellaria aequinoctialis"
"URU"	"Procellaria aequinoctialis"
"VIC"	"Procellaria aequinoctialis"
"WAU"	"Procellaria aequinoctialis"
"AGE"	"Procellaria cinerea"
"AGS"	"Procellaria cinerea"
"ANT"	"Procellaria cinerea"
"ASP"	"Procellaria cinerea"
"ATP"	"Procellaria cinerea"
"BOU"	"Procellaria cinerea"
"BZS"	"Procellaria cinerea"
"CLC"	"Procellaria cinerea"
"CLN"	"Procellaria cinerea"
"CLS"	"Procellaria cinerea"
"CPP"	"Procellaria cinerea"
"CRZ"	"Procellaria cinerea"
"CTM"	"Procellaria cinerea"
"FAL"	"Procellaria cinerea"
"HMD"	"Procellaria cinerea"
"KEG"	"Procellaria cinerea"
"MAQ"	"Procellaria cinerea"
"MPE"	"Procellaria cinerea"
"NAT"	"Procellaria cinerea"
"NZN"	"Procellaria cinerea"
"NZS"	"Procellaria cinerea"
"PER"	"Procellaria cinerea"
"SGE"	"Procellaria cinerea"
"SSA"	"Procellaria cinerea"
"TAS"	"Procellaria cinerea"
"TDC"	"Procellaria cinerea"
"URU"	"Procellaria cinerea"
"BZL"	"Procellaria conspicillata"
"BZS"	"Procellaria conspicillata"
"CPP"	"Procellaria conspicillata"
"NAM"	"Procellaria conspicillata"
"TDC"	"Procellaria conspicillata"
"URU"	"Procellaria conspicillata"
"COO"	"Procellaria parkinsoni"
"CPI"	"Procellaria parkinsoni"
"GAL"	"Procellaria parkinsoni"
"KER"	"Procellaria parkinsoni"
"LIN"	"Procellaria parkinsoni"
"MRQ"	"Procellaria parkinsoni"
"MXI"	"Procellaria parkinsoni"
"NUE"	"Procellaria parkinsoni"
"NZN"	"Procellaria parkinsoni"
"NZS"	"Procellaria parkinsoni"
"SCI"	"Procellaria parkinsoni"
"TOK"	"Procellaria parkinsoni"
"TON"	"Procellaria parkinsoni"
"TUA"	"Procellaria parkinsoni"
"TUB"	"Procellaria parkinsoni"
"CLC"	"Procellaria westlandica"
"CLS"	"Procellaria westlandica"
"CTM"	"Procellaria westlandica"
"NSW"	"Procellaria westlandica"
"NZN"	"Procellaria westlandica"
"NZS"	"Procellaria westlandica"
"TAS"	"Procellaria westlandica"
"VIC"	"Procellaria westlandica"
"FIJ"	"Procelsterna cerulea"
"HAW"	"Procelsterna cerulea"
"MRQ"	"Procelsterna cerulea"
"MRS"	"Procelsterna cerulea"
"NFK"	"Procelsterna cerulea"
"PHX"	"Procelsterna cerulea"
"PIT"	"Procelsterna cerulea"
"SAM"	"Procelsterna cerulea"
"SCI"	"Procelsterna cerulea"
"TOK"	"Procelsterna cerulea"
"TUA"	"Procelsterna cerulea"
"TUV"	"Procelsterna cerulea"
"BZN"	"Procnias albus"
"FRG"	"Procnias albus"
"GUY"	"Procnias albus"
"SUR"	"Procnias albus"
"VEN"	"Procnias albus"
"BZE"	"Procnias averano"
"BZN"	"Procnias averano"
"GUY"	"Procnias averano"
"VEN"	"Procnias averano"
"AGE"	"Procnias nudicollis"
"BZC"	"Procnias nudicollis"
"BZE"	"Procnias nudicollis"
"BZL"	"Procnias nudicollis"
"BZS"	"Procnias nudicollis"
"PAR"	"Procnias nudicollis"
"COS"	"Procnias tricarunculatus"
"HON"	"Procnias tricarunculatus"
"NIC"	"Procnias tricarunculatus"
"PAN"	"Procnias tricarunculatus"
"ANG"	"Prodotiscus insignis"
"BEN"	"Prodotiscus insignis"
"CAB"	"Prodotiscus insignis"
"CAF"	"Prodotiscus insignis"
"CMN"	"Prodotiscus insignis"
"CON"	"Prodotiscus insignis"
"EQG"	"Prodotiscus insignis"
"GAB"	"Prodotiscus insignis"
"GHA"	"Prodotiscus insignis"
"GNB"	"Prodotiscus insignis"
"GUI"	"Prodotiscus insignis"
"IVO"	"Prodotiscus insignis"
"KEN"	"Prodotiscus insignis"
"LBR"	"Prodotiscus insignis"
"NGA"	"Prodotiscus insignis"
"SIE"	"Prodotiscus insignis"
"SUD"	"Prodotiscus insignis"
"TOG"	"Prodotiscus insignis"
"UGA"	"Prodotiscus insignis"
"ZAI"	"Prodotiscus insignis"
"ANG"	"Prodotiscus regulus"
"BOT"	"Prodotiscus regulus"
"BUR"	"Prodotiscus regulus"
"CAF"	"Prodotiscus regulus"
"CMN"	"Prodotiscus regulus"
"CPP"	"Prodotiscus regulus"
"CPV"	"Prodotiscus regulus"
"ETH"	"Prodotiscus regulus"
"IVO"	"Prodotiscus regulus"
"KEN"	"Prodotiscus regulus"
"LBR"	"Prodotiscus regulus"
"LES"	"Prodotiscus regulus"
"MLW"	"Prodotiscus regulus"
"MOZ"	"Prodotiscus regulus"
"NAM"	"Prodotiscus regulus"
"NAT"	"Prodotiscus regulus"
"NGA"	"Prodotiscus regulus"
"OFS"	"Prodotiscus regulus"
"RWA"	"Prodotiscus regulus"
"SUD"	"Prodotiscus regulus"
"SWZ"	"Prodotiscus regulus"
"TAN"	"Prodotiscus regulus"
"TVL"	"Prodotiscus regulus"
"UGA"	"Prodotiscus regulus"
"ZAI"	"Prodotiscus regulus"
"ZAM"	"Prodotiscus regulus"
"ZIM"	"Prodotiscus regulus"
"ANG"	"Prodotiscus zambesiae"
"BOT"	"Prodotiscus zambesiae"
"BUR"	"Prodotiscus zambesiae"
"CPV"	"Prodotiscus zambesiae"
"ETH"	"Prodotiscus zambesiae"
"KEN"	"Prodotiscus zambesiae"
"MLW"	"Prodotiscus zambesiae"
"MOZ"	"Prodotiscus zambesiae"
"NAM"	"Prodotiscus zambesiae"
"RWA"	"Prodotiscus zambesiae"
"TAN"	"Prodotiscus zambesiae"
"ZAI"	"Prodotiscus zambesiae"
"ZAM"	"Prodotiscus zambesiae"
"ZIM"	"Prodotiscus zambesiae"
"AGE"	"Progne chalybea"
"AGW"	"Progne chalybea"
"BLZ"	"Progne chalybea"
"BOL"	"Progne chalybea"
"BZC"	"Progne chalybea"
"BZE"	"Progne chalybea"
"BZL"	"Progne chalybea"
"BZN"	"Progne chalybea"
"BZS"	"Progne chalybea"
"CLM"	"Progne chalybea"
"COS"	"Progne chalybea"
"ECU"	"Progne chalybea"
"ELS"	"Progne chalybea"
"FRG"	"Progne chalybea"
"GUA"	"Progne chalybea"
"GUY"	"Progne chalybea"
"HON"	"Progne chalybea"
"MXC"	"Progne chalybea"
"MXE"	"Progne chalybea"
"MXG"	"Progne chalybea"
"MXN"	"Progne chalybea"
"MXS"	"Progne chalybea"
"MXT"	"Progne chalybea"
"NIC"	"Progne chalybea"
"PAN"	"Progne chalybea"
"PAR"	"Progne chalybea"
"PER"	"Progne chalybea"
"SUR"	"Progne chalybea"
"TRT"	"Progne chalybea"
"URU"	"Progne chalybea"
"VEN"	"Progne chalybea"
"CUB"	"Progne cryptoleuca"
"DOM"	"Progne dominicensis"
"HAI"	"Progne dominicensis"
"JAM"	"Progne dominicensis"
"LEE"	"Progne dominicensis"
"PUE"	"Progne dominicensis"
"TRT"	"Progne dominicensis"
"WIN"	"Progne dominicensis"
"AGE"	"Progne elegans"
"AGS"	"Progne elegans"
"AGW"	"Progne elegans"
"BOL"	"Progne elegans"
"GAL"	"Progne modesta"
"CLN"	"Progne murphyi"
"PER"	"Progne murphyi"
"MXE"	"Progne sinaloae"
"MXN"	"Progne sinaloae"
"MXS"	"Progne sinaloae"
"ABT"	"Progne subis"
"ALA"	"Progne subis"
"ARI"	"Progne subis"
"ARK"	"Progne subis"
"BRC"	"Progne subis"
"CAL"	"Progne subis"
"CNT"	"Progne subis"
"COL"	"Progne subis"
"DEL"	"Progne subis"
"FLA"	"Progne subis"
"GEO"	"Progne subis"
"ILL"	"Progne subis"
"INI"	"Progne subis"
"IOW"	"Progne subis"
"KAN"	"Progne subis"
"KTY"	"Progne subis"
"LOU"	"Progne subis"
"MAI"	"Progne subis"
"MAN"	"Progne subis"
"MAS"	"Progne subis"
"MIC"	"Progne subis"
"MIN"	"Progne subis"
"MRY"	"Progne subis"
"MSI"	"Progne subis"
"MSO"	"Progne subis"
"MXE"	"Progne subis"
"MXN"	"Progne subis"
"MXS"	"Progne subis"
"NBR"	"Progne subis"
"NCA"	"Progne subis"
"NDA"	"Progne subis"
"NEB"	"Progne subis"
"NEV"	"Progne subis"
"NSC"	"Progne subis"
"NWH"	"Progne subis"
"NWJ"	"Progne subis"
"NWM"	"Progne subis"
"NWY"	"Progne subis"
"OHI"	"Progne subis"
"OKL"	"Progne subis"
"ONT"	"Progne subis"
"ORE"	"Progne subis"
"PEN"	"Progne subis"
"QUE"	"Progne subis"
"RHO"	"Progne subis"
"SAS"	"Progne subis"
"SCA"	"Progne subis"
"SDA"	"Progne subis"
"TEN"	"Progne subis"
"TEX"	"Progne subis"
"UTA"	"Progne subis"
"VER"	"Progne subis"
"VRG"	"Progne subis"
"WAS"	"Progne subis"
"WDC"	"Progne subis"
"WIS"	"Progne subis"
"WVA"	"Progne subis"
"WYO"	"Progne subis"
"AGE"	"Progne tapera"
"AGW"	"Progne tapera"
"BOL"	"Progne tapera"
"BZC"	"Progne tapera"
"BZE"	"Progne tapera"
"BZL"	"Progne tapera"
"BZN"	"Progne tapera"
"BZS"	"Progne tapera"
"CLM"	"Progne tapera"
"ECU"	"Progne tapera"
"FRG"	"Progne tapera"
"GUY"	"Progne tapera"
"PAR"	"Progne tapera"
"PER"	"Progne tapera"
"SUR"	"Progne tapera"
"URU"	"Progne tapera"
"VEN"	"Progne tapera"
"CPP"	"Promerops cafer"
"CPP"	"Promerops gurneyi"
"LES"	"Promerops gurneyi"
"MOZ"	"Promerops gurneyi"
"NAT"	"Promerops gurneyi"
"OFS"	"Promerops gurneyi"
"TVL"	"Promerops gurneyi"
"ZIM"	"Promerops gurneyi"
"TUA"	"Prosobonia cancellata"
"FIJ"	"Prosopeia personata"
"FIJ"	"Prosopeia splendens"
"FIJ"	"Prosopeia tabuensis"
"ATP"	"Prosthemadera novaeseelandiae"
"CTM"	"Prosthemadera novaeseelandiae"
"KER"	"Prosthemadera novaeseelandiae"
"NZN"	"Prosthemadera novaeseelandiae"
"NZS"	"Prosthemadera novaeseelandiae"
"ALA"	"Protonotaria citrea"
"ARK"	"Protonotaria citrea"
"CNT"	"Protonotaria citrea"
"DEL"	"Protonotaria citrea"
"FLA"	"Protonotaria citrea"
"GEO"	"Protonotaria citrea"
"ILL"	"Protonotaria citrea"
"INI"	"Protonotaria citrea"
"IOW"	"Protonotaria citrea"
"KAN"	"Protonotaria citrea"
"KTY"	"Protonotaria citrea"
"LOU"	"Protonotaria citrea"
"MIC"	"Protonotaria citrea"
"MIN"	"Protonotaria citrea"
"MRY"	"Protonotaria citrea"
"MSI"	"Protonotaria citrea"
"MSO"	"Protonotaria citrea"
"NCA"	"Protonotaria citrea"
"NEB"	"Protonotaria citrea"
"NWJ"	"Protonotaria citrea"
"NWY"	"Protonotaria citrea"
"OHI"	"Protonotaria citrea"
"OKL"	"Protonotaria citrea"
"ONT"	"Protonotaria citrea"
"PEN"	"Protonotaria citrea"
"SCA"	"Protonotaria citrea"
"TEN"	"Protonotaria citrea"
"TEX"	"Protonotaria citrea"
"VRG"	"Protonotaria citrea"
"WDC"	"Protonotaria citrea"
"WIS"	"Protonotaria citrea"
"WVA"	"Protonotaria citrea"
"AFG"	"Prunella atrogularis"
"ALT"	"Prunella atrogularis"
"CHX"	"Prunella atrogularis"
"KAZ"	"Prunella atrogularis"
"KGZ"	"Prunella atrogularis"
"KRA"	"Prunella atrogularis"
"MON"	"Prunella atrogularis"
"TVA"	"Prunella atrogularis"
"TZK"	"Prunella atrogularis"
"UZB"	"Prunella atrogularis"
"AFG"	"Prunella collaris"
"ALB"	"Prunella collaris"
"ALG"	"Prunella collaris"
"ALT"	"Prunella collaris"
"AMU"	"Prunella collaris"
"AUT"	"Prunella collaris"
"BRY"	"Prunella collaris"
"BUL"	"Prunella collaris"
"CHC"	"Prunella collaris"
"CHI"	"Prunella collaris"
"CHM"	"Prunella collaris"
"CHN"	"Prunella collaris"
"CHQ"	"Prunella collaris"
"CHT"	"Prunella collaris"
"CHX"	"Prunella collaris"
"CTA"	"Prunella collaris"
"CZE"	"Prunella collaris"
"EHM"	"Prunella collaris"
"FRA"	"Prunella collaris"
"GER"	"Prunella collaris"
"GRC"	"Prunella collaris"
"HUN"	"Prunella collaris"
"IRK"	"Prunella collaris"
"IRN"	"Prunella collaris"
"IRQ"	"Prunella collaris"
"ITA"	"Prunella collaris"
"JAP"	"Prunella collaris"
"KAZ"	"Prunella collaris"
"KGZ"	"Prunella collaris"
"KHA"	"Prunella collaris"
"KOR"	"Prunella collaris"
"KRA"	"Prunella collaris"
"KRI"	"Prunella collaris"
"LBS"	"Prunella collaris"
"MON"	"Prunella collaris"
"MOR"	"Prunella collaris"
"MYA"	"Prunella collaris"
"NCS"	"Prunella collaris"
"NEP"	"Prunella collaris"
"PAK"	"Prunella collaris"
"POL"	"Prunella collaris"
"PRM"	"Prunella collaris"
"ROM"	"Prunella collaris"
"SAR"	"Prunella collaris"
"SPA"	"Prunella collaris"
"SWI"	"Prunella collaris"
"TAI"	"Prunella collaris"
"TCS"	"Prunella collaris"
"TKM"	"Prunella collaris"
"TUR"	"Prunella collaris"
"TVA"	"Prunella collaris"
"TZK"	"Prunella collaris"
"UKR"	"Prunella collaris"
"UZB"	"Prunella collaris"
"WHM"	"Prunella collaris"
"WSB"	"Prunella collaris"
"YAK"	"Prunella collaris"
"YUG"	"Prunella collaris"
"YEM"	"Prunella fagani"
"AFG"	"Prunella fulvescens"
"ALT"	"Prunella fulvescens"
"BRY"	"Prunella fulvescens"
"CHC"	"Prunella fulvescens"
"CHI"	"Prunella fulvescens"
"CHN"	"Prunella fulvescens"
"CHQ"	"Prunella fulvescens"
"CHT"	"Prunella fulvescens"
"CHX"	"Prunella fulvescens"
"CTA"	"Prunella fulvescens"
"EHM"	"Prunella fulvescens"
"KAZ"	"Prunella fulvescens"
"KGZ"	"Prunella fulvescens"
"MON"	"Prunella fulvescens"
"NEP"	"Prunella fulvescens"
"PAK"	"Prunella fulvescens"
"TVA"	"Prunella fulvescens"
"TZK"	"Prunella fulvescens"
"WHM"	"Prunella fulvescens"
"ALT"	"Prunella himalayana"
"BRY"	"Prunella himalayana"
"CHX"	"Prunella himalayana"
"IRK"	"Prunella himalayana"
"KAZ"	"Prunella himalayana"
"KRA"	"Prunella himalayana"
"MON"	"Prunella himalayana"
"TVA"	"Prunella himalayana"
"CHC"	"Prunella immaculata"
"CHN"	"Prunella immaculata"
"CHQ"	"Prunella immaculata"
"CHT"	"Prunella immaculata"
"EHM"	"Prunella immaculata"
"MYA"	"Prunella immaculata"
"CHI"	"Prunella koslowi"
"CHX"	"Prunella koslowi"
"MON"	"Prunella koslowi"
"TVA"	"Prunella koslowi"
"ALB"	"Prunella modularis"
"AUT"	"Prunella modularis"
"BGM"	"Prunella modularis"
"BLR"	"Prunella modularis"
"BLT"	"Prunella modularis"
"BUL"	"Prunella modularis"
"CZE"	"Prunella modularis"
"DEN"	"Prunella modularis"
"FIN"	"Prunella modularis"
"FRA"	"Prunella modularis"
"GER"	"Prunella modularis"
"GRB"	"Prunella modularis"
"GRC"	"Prunella modularis"
"HUN"	"Prunella modularis"
"IRE"	"Prunella modularis"
"IRN"	"Prunella modularis"
"ITA"	"Prunella modularis"
"KRY"	"Prunella modularis"
"NCS"	"Prunella modularis"
"NET"	"Prunella modularis"
"NOR"	"Prunella modularis"
"POL"	"Prunella modularis"
"POR"	"Prunella modularis"
"ROM"	"Prunella modularis"
"RUC"	"Prunella modularis"
"RUE"	"Prunella modularis"
"RUN"	"Prunella modularis"
"RUW"	"Prunella modularis"
"SPA"	"Prunella modularis"
"SWE"	"Prunella modularis"
"SWI"	"Prunella modularis"
"TCS"	"Prunella modularis"
"TUE"	"Prunella modularis"
"TUR"	"Prunella modularis"
"UKR"	"Prunella modularis"
"WSB"	"Prunella modularis"
"YUG"	"Prunella modularis"
"IRN"	"Prunella ocularis"
"IRQ"	"Prunella ocularis"
"TCS"	"Prunella ocularis"
"TKM"	"Prunella ocularis"
"TUR"	"Prunella ocularis"
"AFG"	"Prunella rubeculoides"
"CHC"	"Prunella rubeculoides"
"CHN"	"Prunella rubeculoides"
"CHQ"	"Prunella rubeculoides"
"CHT"	"Prunella rubeculoides"
"CHX"	"Prunella rubeculoides"
"EHM"	"Prunella rubeculoides"
"MYA"	"Prunella rubeculoides"
"NEP"	"Prunella rubeculoides"
"PAK"	"Prunella rubeculoides"
"WHM"	"Prunella rubeculoides"
"JAP"	"Prunella rubida"
"KUR"	"Prunella rubida"
"SAK"	"Prunella rubida"
"AFG"	"Prunella strophiata"
"CHC"	"Prunella strophiata"
"CHI"	"Prunella strophiata"
"CHN"	"Prunella strophiata"
"CHQ"	"Prunella strophiata"
"CHT"	"Prunella strophiata"
"EHM"	"Prunella strophiata"
"IND"	"Prunella strophiata"
"MYA"	"Prunella strophiata"
"NEP"	"Prunella strophiata"
"PAK"	"Prunella strophiata"
"WHM"	"Prunella strophiata"
"ANG"	"Psalidoprocne albiceps"
"BUR"	"Psalidoprocne albiceps"
"KEN"	"Psalidoprocne albiceps"
"MLW"	"Psalidoprocne albiceps"
"RWA"	"Psalidoprocne albiceps"
"SUD"	"Psalidoprocne albiceps"
"TAN"	"Psalidoprocne albiceps"
"UGA"	"Psalidoprocne albiceps"
"ZAI"	"Psalidoprocne albiceps"
"ZAM"	"Psalidoprocne albiceps"
"CMN"	"Psalidoprocne fuliginosa"
"GGI"	"Psalidoprocne fuliginosa"
"NGA"	"Psalidoprocne fuliginosa"
"ANG"	"Psalidoprocne nitens"
"CAB"	"Psalidoprocne nitens"
"CAF"	"Psalidoprocne nitens"
"CMN"	"Psalidoprocne nitens"
"CON"	"Psalidoprocne nitens"
"EQG"	"Psalidoprocne nitens"
"GAB"	"Psalidoprocne nitens"
"GHA"	"Psalidoprocne nitens"
"GUI"	"Psalidoprocne nitens"
"IVO"	"Psalidoprocne nitens"
"LBR"	"Psalidoprocne nitens"
"NGA"	"Psalidoprocne nitens"
"SIE"	"Psalidoprocne nitens"
"TOG"	"Psalidoprocne nitens"
"UGA"	"Psalidoprocne nitens"
"ZAI"	"Psalidoprocne nitens"
"BEN"	"Psalidoprocne obscura"
"BKN"	"Psalidoprocne obscura"
"CMN"	"Psalidoprocne obscura"
"GAM"	"Psalidoprocne obscura"
"GHA"	"Psalidoprocne obscura"
"GNB"	"Psalidoprocne obscura"
"GUI"	"Psalidoprocne obscura"
"IVO"	"Psalidoprocne obscura"
"LBR"	"Psalidoprocne obscura"
"MLI"	"Psalidoprocne obscura"
"NGA"	"Psalidoprocne obscura"
"SEN"	"Psalidoprocne obscura"
"SIE"	"Psalidoprocne obscura"
"TOG"	"Psalidoprocne obscura"
"ANG"	"Psalidoprocne pristoptera"
"BUR"	"Psalidoprocne pristoptera"
"CAB"	"Psalidoprocne pristoptera"
"CAF"	"Psalidoprocne pristoptera"
"CHA"	"Psalidoprocne pristoptera"
"CMN"	"Psalidoprocne pristoptera"
"CON"	"Psalidoprocne pristoptera"
"CPP"	"Psalidoprocne pristoptera"
"EQG"	"Psalidoprocne pristoptera"
"ERI"	"Psalidoprocne pristoptera"
"ETH"	"Psalidoprocne pristoptera"
"GAB"	"Psalidoprocne pristoptera"
"KEN"	"Psalidoprocne pristoptera"
"MLW"	"Psalidoprocne pristoptera"
"MOZ"	"Psalidoprocne pristoptera"
"NAT"	"Psalidoprocne pristoptera"
"NGA"	"Psalidoprocne pristoptera"
"RWA"	"Psalidoprocne pristoptera"
"SOM"	"Psalidoprocne pristoptera"
"SUD"	"Psalidoprocne pristoptera"
"SWZ"	"Psalidoprocne pristoptera"
"TAN"	"Psalidoprocne pristoptera"
"TVL"	"Psalidoprocne pristoptera"
"UGA"	"Psalidoprocne pristoptera"
"ZAI"	"Psalidoprocne pristoptera"
"ZAM"	"Psalidoprocne pristoptera"
"ZIM"	"Psalidoprocne pristoptera"
"JAW"	"Psaltria exilis"
"ARI"	"Psaltriparus minimus"
"BRC"	"Psaltriparus minimus"
"CAL"	"Psaltriparus minimus"
"COL"	"Psaltriparus minimus"
"GUA"	"Psaltriparus minimus"
"IDA"	"Psaltriparus minimus"
"MXC"	"Psaltriparus minimus"
"MXE"	"Psaltriparus minimus"
"MXG"	"Psaltriparus minimus"
"MXN"	"Psaltriparus minimus"
"MXS"	"Psaltriparus minimus"
"MXT"	"Psaltriparus minimus"
"NEV"	"Psaltriparus minimus"
"NWM"	"Psaltriparus minimus"
"OKL"	"Psaltriparus minimus"
"ORE"	"Psaltriparus minimus"
"TEX"	"Psaltriparus minimus"
"UTA"	"Psaltriparus minimus"
"WAS"	"Psaltriparus minimus"
"WYO"	"Psaltriparus minimus"
"ASS"	"Psarisomus dalhousiae"
"BAN"	"Psarisomus dalhousiae"
"BOR"	"Psarisomus dalhousiae"
"CBD"	"Psarisomus dalhousiae"
"CHC"	"Psarisomus dalhousiae"
"CHS"	"Psarisomus dalhousiae"
"CHT"	"Psarisomus dalhousiae"
"EHM"	"Psarisomus dalhousiae"
"IND"	"Psarisomus dalhousiae"
"LAO"	"Psarisomus dalhousiae"
"MLY"	"Psarisomus dalhousiae"
"MYA"	"Psarisomus dalhousiae"
"NEP"	"Psarisomus dalhousiae"
"SUM"	"Psarisomus dalhousiae"
"THA"	"Psarisomus dalhousiae"
"VIE"	"Psarisomus dalhousiae"
"WHM"	"Psarisomus dalhousiae"
"BOL"	"Psarocolius angustifrons"
"BZN"	"Psarocolius angustifrons"
"CLM"	"Psarocolius angustifrons"
"ECU"	"Psarocolius angustifrons"
"PER"	"Psarocolius angustifrons"
"VEN"	"Psarocolius angustifrons"
"BOL"	"Psarocolius atrovirens"
"PER"	"Psarocolius atrovirens"
"BOL"	"Psarocolius bifasciatus"
"BZC"	"Psarocolius bifasciatus"
"BZN"	"Psarocolius bifasciatus"
"CLM"	"Psarocolius bifasciatus"
"ECU"	"Psarocolius bifasciatus"
"PER"	"Psarocolius bifasciatus"
"VEN"	"Psarocolius bifasciatus"
"CLM"	"Psarocolius cassini"
"AGE"	"Psarocolius decumanus"
"AGW"	"Psarocolius decumanus"
"BOL"	"Psarocolius decumanus"
"BZC"	"Psarocolius decumanus"
"BZE"	"Psarocolius decumanus"
"BZL"	"Psarocolius decumanus"
"BZN"	"Psarocolius decumanus"
"BZS"	"Psarocolius decumanus"
"CLM"	"Psarocolius decumanus"
"COS"	"Psarocolius decumanus"
"ECU"	"Psarocolius decumanus"
"FRG"	"Psarocolius decumanus"
"GUY"	"Psarocolius decumanus"
"PAN"	"Psarocolius decumanus"
"PAR"	"Psarocolius decumanus"
"PER"	"Psarocolius decumanus"
"SUR"	"Psarocolius decumanus"
"TRT"	"Psarocolius decumanus"
"VEN"	"Psarocolius decumanus"
"CLM"	"Psarocolius guatimozinus"
"PAN"	"Psarocolius guatimozinus"
"BLZ"	"Psarocolius montezuma"
"COS"	"Psarocolius montezuma"
"GUA"	"Psarocolius montezuma"
"HON"	"Psarocolius montezuma"
"MXC"	"Psarocolius montezuma"
"MXE"	"Psarocolius montezuma"
"MXG"	"Psarocolius montezuma"
"MXS"	"Psarocolius montezuma"
"MXT"	"Psarocolius montezuma"
"NIC"	"Psarocolius montezuma"
"PAN"	"Psarocolius montezuma"
"BZC"	"Psarocolius viridis"
"BZE"	"Psarocolius viridis"
"BZN"	"Psarocolius viridis"
"CLM"	"Psarocolius viridis"
"ECU"	"Psarocolius viridis"
"FRG"	"Psarocolius viridis"
"GUY"	"Psarocolius viridis"
"PER"	"Psarocolius viridis"
"SUR"	"Psarocolius viridis"
"VEN"	"Psarocolius viridis"
"BLZ"	"Psarocolius wagleri"
"CLM"	"Psarocolius wagleri"
"COS"	"Psarocolius wagleri"
"ECU"	"Psarocolius wagleri"
"GUA"	"Psarocolius wagleri"
"HON"	"Psarocolius wagleri"
"MXC"	"Psarocolius wagleri"
"MXG"	"Psarocolius wagleri"
"MXS"	"Psarocolius wagleri"
"MXT"	"Psarocolius wagleri"
"NIC"	"Psarocolius wagleri"
"PAN"	"Psarocolius wagleri"
"PAN"	"Pselliophorus luteoviridis"
"COS"	"Pselliophorus tibialis"
"PAN"	"Pselliophorus tibialis"
"QLD"	"Psephotus chrysopterygius"
"NTA"	"Psephotus dissimilis"
"NSW"	"Psephotus haematonotus"
"QLD"	"Psephotus haematonotus"
"SOA"	"Psephotus haematonotus"
"VIC"	"Psephotus haematonotus"
"NSW"	"Psephotus varius"
"NTA"	"Psephotus varius"
"QLD"	"Psephotus varius"
"SOA"	"Psephotus varius"
"VIC"	"Psephotus varius"
"WAU"	"Psephotus varius"
"ETH"	"Pseudalaemon fremantlii"
"KEN"	"Pseudalaemon fremantlii"
"SOM"	"Pseudalaemon fremantlii"
"TAN"	"Pseudalaemon fremantlii"
"PER"	"Pseudasthenes cactorum"
"CLC"	"Pseudasthenes humicola"
"CLN"	"Pseudasthenes humicola"
"AGE"	"Pseudasthenes patagonica"
"AGS"	"Pseudasthenes patagonica"
"AGW"	"Pseudasthenes patagonica"
"AGW"	"Pseudasthenes steinbachi"
"ECU"	"Pseudelaenia leucospodia"
"PER"	"Pseudelaenia leucospodia"
"NWG"	"Pseudeos fuscata"
"ANG"	"Pseudhirundo griseopyga"
"BEN"	"Pseudhirundo griseopyga"
"BKN"	"Pseudhirundo griseopyga"
"BOT"	"Pseudhirundo griseopyga"
"BUR"	"Pseudhirundo griseopyga"
"CAB"	"Pseudhirundo griseopyga"
"CAF"	"Pseudhirundo griseopyga"
"CHA"	"Pseudhirundo griseopyga"
"CMN"	"Pseudhirundo griseopyga"
"CON"	"Pseudhirundo griseopyga"
"CPV"	"Pseudhirundo griseopyga"
"EQG"	"Pseudhirundo griseopyga"
"ETH"	"Pseudhirundo griseopyga"
"GAB"	"Pseudhirundo griseopyga"
"GAM"	"Pseudhirundo griseopyga"
"GHA"	"Pseudhirundo griseopyga"
"GUI"	"Pseudhirundo griseopyga"
"IVO"	"Pseudhirundo griseopyga"
"KEN"	"Pseudhirundo griseopyga"
"LBR"	"Pseudhirundo griseopyga"
"MLI"	"Pseudhirundo griseopyga"
"MLW"	"Pseudhirundo griseopyga"
"MOZ"	"Pseudhirundo griseopyga"
"NAM"	"Pseudhirundo griseopyga"
"NAT"	"Pseudhirundo griseopyga"
"NGA"	"Pseudhirundo griseopyga"
"NGR"	"Pseudhirundo griseopyga"
"RWA"	"Pseudhirundo griseopyga"
"SEN"	"Pseudhirundo griseopyga"
"SIE"	"Pseudhirundo griseopyga"
"SUD"	"Pseudhirundo griseopyga"
"SWZ"	"Pseudhirundo griseopyga"
"TAN"	"Pseudhirundo griseopyga"
"TOG"	"Pseudhirundo griseopyga"
"TVL"	"Pseudhirundo griseopyga"
"UGA"	"Pseudhirundo griseopyga"
"ZAI"	"Pseudhirundo griseopyga"
"ZAM"	"Pseudhirundo griseopyga"
"ZIM"	"Pseudhirundo griseopyga"
"BOR"	"Pseudibis davisoni"
"CBD"	"Pseudibis davisoni"
"LAO"	"Pseudibis davisoni"
"IND"	"Pseudibis papillosa"
"NEP"	"Pseudibis papillosa"
"PAK"	"Pseudibis papillosa"
"WHM"	"Pseudibis papillosa"
"ANG"	"Pseudoalcippe abyssinica"
"BUR"	"Pseudoalcippe abyssinica"
"CMN"	"Pseudoalcippe abyssinica"
